content,adjectives,polarity
"Masakan dunia baru nikmat banget . Masakan chinese food dan tidak halal . Menu yang saya suka adalah ayam jahe dan juga babi kecap . Masakannya juga harum . Kalau suasana resto , cocok untuk makan bersama keluarga atau teman . Beberapa kali ke sini waktu di bandung untuk makan malam . Lebih ke menikmati masakan enak , bukan kumpul-kumpul .","[u'baru', u'nikmat', u'cocok']",positive
"Saya ke sini bersama keluarga dan memesan ayam jahe , babi goreng kecap , sapi cha cabai hijau dan nasi untuk 5 orang . Total biaya yang harus dibayar sekitar 350 ribu . Harganya memang mahal tapi semua menu yang saya pesan rasanya enak ! Terutama babi goreng kecap . Interior restoran bernuansa kuno karena memang restoran ini sudah buka lebih dari 20 tahun yang lalu . Lanjutan","[u'hijau', u'Terutama', u'lalu']",positive
"Setiap ke Bandung Saya pasti menyempatkan untuk mampir Di resto INI . Menu yang Saya pesan ayam rebus jahe , belut cak siomak , Bakmi goreng , gurame tahu taosI , cap Cay , babi goreng kecap . Porsinya yang jumbo membuat rombongan Kami kenyang dengan mantap.Pesan nasi jangan terlalu banyak karena porsi nasi juga besar kalau kurang Baru tambah lagi .","[u'pasti', u'taosI', u'kenyang', u'banyak', u'besar']",positive
"Menu yang wajib dicoba babi goreng mentega , ayam jahe,baso babi,babat.yg lumayan juga mie gorengnya , atau mun _URL_ tahu,belut cah fumak , gurame tahu tausi nya sih standar , tapi dari sekian banyak resto chinese food , ini wajib dicoba.Kalau hari libur beberapa menu sering habis , kapasitas restoran juga terbatas , disaranin datang lebih awal kalau mau icip menu andalan .","[u'lumayan', u'banyak', u'sering', u'awal']",positive
"Tapi . Apa? ? Tidak dilewati transportasi umum . Hiks . Tapi , jangan sedih . Bagi pecinta art ( terutama lukisan) , tidak akan nyesel deh datang kesini . Tempat ditata sedemikian rupa sehingga tetap cozy dan tidak kaku . Bahkan ada deck untuk melihat view kota di malam hari . Jika menginap di Villatel Salse , maka dinner disini adalah pilihan yang pas .","[u'umum', u'sedih', u'terutama', u'tetap', u'pas']",positive
"Pertama kali kunjungan ke restaurant ini , aksesnya agak sulit terutama bila melewati dago giri . Buka mulai jam iipagi , Dan hari senin lawangwangi ini tutup . Walau begitu tetap menyenangkan bisa menikmati makanan dan pemandangan di restaurant ini . Makanan nya enak , pemandangannya luar biasa . Staff nya juga sangat baik .","[u'sulit', u'terutama', u'tetap', u'luar', u'biasa', u'baik']",positive
"unik ! Satu kata yang menurut saya bisa menggambarkan tempat ini . Bangunan terdiri dari 2 lantai . Lantai pertama berisi lukisan "" yang bisa dikatakan bagus banget . Kita dapat melihatnya dan sekedar berfoto sebelum ke restonya . Dan di lantai kedua yaitu resto lawangwangi . Menjadi salah satu tempat paling hitz di bandung . Jika berkunjung pada malam hari , anda akan disuguhkan dengan penampilan band sehingga . Lanjutan","[u'salah', u'hitz']",positive
"Lawang wangi memiliki konsep yang berbeda dengan cafe-cafe lain di bandung , menggabungkan seni , cafe , dan pemandangan yang indah . Saya sangat suka dengan galeri seni dan pemandangannya namun tidak terlalu berkesan dengan minuman dan makanan yang ditawarkan .","[u'berbeda', u'lain']",positive
"Tempatnya di atas bukit , perjalanan menuju ke Lawang wangi kalau dari arah Lembag bisa sambil menikmati pemandangan indah . Tempatnya artikstik banget . Makanannya biasa saja . Tapi demi foto - foto kece kekinian , dibela - belain lah ke sana lagi ,","[u'biasa', u'kece']",positive
"Ada museum seni dan juga jual barang - barang yang eksklusif dan tidak biasa ; seperti baju , sepatu , dompet , dll. Makanannya standar seperti harganya . Tempat makan nyaman tanpa gangguan . Wifi gratis tidak ada . Pastikan berfoto di balkon Lawangwangi .","[u'biasa', u'nyaman']",positive
"Lawangwangi adalah salah satu restoran favorit saya . Lokasinya berada di kawasan Dago Giri . Kurang lebih bisa ditempuh 30 menit dari pusat kota Bandung . Restoran ini cukup ramai pengunjung terutama saat libur akhir pekan . Lawangwangi Creative Space and Art Gallery , sesuai dengan namanya , restoran ini mengusung tema restoran dengan art gallery . Bisa dilihat dari desain interior , dan juga dekorasi lainnya yang . Lanjutan","[u'salah', u'favorit', u'cukup', u'ramai', u'terutama', u'akhir', u'dekorasi']",positive
"Tempatnya keren habis . Cuman jalannya memang agak rusak tapi kalau sudah nyampe , usaha yang dikeluarin sebanding dengan service sama produk yang ada di tempat ini . Apalagi ada balkonnya yang asik buat selfie . Love it !","[u'keren', u'rusak', u'nyampe', u'sama']",positive
Sedih lihat jalan ksana tapi terobati dengan view resto yang lumayan bagus . Makanan pun cukup nikmat . Pelayanan sangat ramah . Banyak ornamen menarik disini termasuk kompor yang bisa dipakai ngetik :),"[u'lumayan', u'cukup', u'nikmat', u'ramah', u'Banyak', u'menarik']",positive
"Tahu tentang Lawangwangi dari youtube "" Black News "" Lalu saya cari tempat , dan ternyata memang woww . Lokasi menuju kesana sudah disuguhi view yang indah . Setelah sampai lokasi , saya excited banget , bangunan nangkring di bukit , memberikan kesan tinggi dan besar . Masuk kedalam , disuguhi karya-karya seni yang indah , naik ke lantai 2 berupa Cafe yang cozy banget , dengan latar belakang pemandangan alam bukit . Lanjutan","[u'Lalu', u'tinggi', u'besar']",positive
"bila anda mengunjungi bandung sempatakan mampir ke cafee Lawangwangi Art Lounge , suasana yang nyaman dingin serta pemandangan yang indah menambah nikmat liburan anda , letakya tidak jauh dari daerah dago bandung sekitar 20 menit kalau tidak macet , menu yang di tawarkan cukup beragam , fasiltas yang di sajiakan juga banyak , ada kerajinan seni , serta lukisan yang berbau art juga ,","[u'nyaman', u'dingin', u'nikmat', u'jauh', u'cukup', u'banyak']",positive
Tempatnya bagus buat foto-foto . Kata staffnya suka dipakai buat foto pre wedding juga . Makanannya enak enak dan beragam jenis cocktail yang menarik perhatian . Makasih buat pelayanannya .,[],positive
"Terletak di jalan Dago , dan buka mulai dari sore . Menu makanan cukup beragam , yang menarik adalah interior tempatnya , dibagian atas ada semi outdoor yang membuat kita bisa menikmati pemandangan Dago . Cocok untuk kumpul - kumpul bersama teman - teman","[u'cukup', u'menarik', u'Cocok']",positive
Cafe ini sangat cocok dan sangat didominasi oleh anak gaul muda bandung . Lokasi yang sangat strategis di pusat dago jalan ir.H . Juanda bandung . cafe ini sangat cocok untuk pasangan yang ingin menikmati makan malam yang romantis atau bahkan hanya sekedar berkumpul bersama teman - teman . Jenis makanan dan minuman di cafe ini sangat variatif walau sedikit dengan harga yang cukup tinggi plus . Lanjutan,"[u'cocok', u'muda', u'strategis', u'cocok', u'romantis', u'sedikit', u'cukup', u'tinggi']",positive
Lokasi sangat strategis di jalan utama dago . Makanannya _URL_ enak-enak Kebetulan tiap kesana selalu ambil kursi di balkon . Menikmati makanan sambil lihat kendaraan lewat di jalan dago .,"[u'strategis', u'utama']",positive
"Tidak menduga saya kesini karena foto shoot mengunakan lokasi disini . jadi harus makan disini . Tidak heran kalau staff sedikit sombong karena makanan dan embience tempat ini memang bagus dan berkelas . Hanya tempat sedikit panas , apalagi kalau sedang ramai . Makanan prancis yang bercita rasa tinggi dan unik . Service selagi kami makan baik , untuk harga memang sedikit mahal dengan porsi yang kecil . Lanjutan","[u'jadi', u'heran', u'sedikit', u'sombong', u'sedikit', u'panas', u'ramai', u'tinggi', u'baik', u'sedikit', u'kecil']",positive
"Tempatnya bersebelahan sama FO dan CIrcle K , seudah melewati RS Boromeus terletak di sebelah kanan . Lalu naik tangga ke lantai 2 . Tempat oke , pelayanan ramah , cuma makanannya lama keluarnya ( lama di proses masak) . Rasa biasa saja .","[u'sama', u'Lalu', u'ramah', u'lama', u'lama', u'biasa']",positive
"Tidak hanya desain resto yang menarik , tetapi makanan dan minuman yang disajikan juga sungguh mempunyai citra rasa yang tinggi . Mulai dari soup mushroom , salad , pasta dan dessert yang saya santap sungguh todak akan terlupakan . Pelayan yang sangat jelas dalam menjelaskan setiap menu yang ada membuat saya tidak salah pesan , sesuai dengan selera saya . Tetapi ada 1 yang kurang , pelayan wanitanya . Lanjutan","[u'menarik', u'tinggi', u'jelas', u'salah']",positive
"Pertama kesini saya kira restaurant , pas bertanya - bertanya ternyat tempat ini foodcourt dengan konsep unik menyerupai restaurant . Untuk makanan sih tidak ada yang istimewa namun untuk yang memang ingin kumpul-kumpul - kumpul-kumpul bareng pasangan atau teman disini bisa banget , kebetulan saya ke sana ketika sedang menyelesaikan skripsi , jadi bisa lebih fresh menyelesaikan draft skripsi","[u'pas', u'banget', u'jadi']",positive
"Kami mengunjungi food court ini di malam hari saat hujan lebat . Interior cozy dan romantis . Pilihan makanan tidak terlalu banyak , namun enak .","[u'romantis', u'banyak']",positive
"Keistimewaan tempat ini adalah bangunan dirancang sedemikian rupa sehingga gaya Eropanya kelihatan . Duduk makan disini seakan sedang makan di Paris . Meja makan dan kursinya tersedia banyak , dan bentuknya tidak seragam . Jadi kami bebas memilih lokasi duduk sesuai selera . Tempat sangat cocok untuk pertemuan dalam jumlah banyak atau dalam jumlah sedikit . Menu makanan tidak berbeda banyak dengan foodcourt lain . Tersedia makanan . Lanjutan","[u'banyak', u'Jadi', u'bebas', u'cocok', u'banyak', u'sedikit', u'berbeda', u'banyak', u'lain']",positive
"Sebenarnya tempat ini adalsh foodcourt , tapi syle dan ambience menyenangkan . Dari segi rasa makan so so saja . Tapi disini ada toko toko kecil yang buat menjadi tambah menarik .","[u'kecil', u'menarik']",positive
"Untuk pilihan menu di koloni sendiri tidak jauh berbeda dari food corner yang ada di pelosok bandung seperti mi , bakso bahkan pempek . Semua makanan khas nusantara , pokoknya indonesia banget Sedangkan bergeser di suga rush , menu makanan didominasi hidangan eropa , seperti itali , meksiko meski pilihan pun terbatas , karena pesanan tachos pun sold out saat dipesan Masalah harga masuk kategori rata - . Lanjutan","[u'sendiri', u'jauh', u'berbeda', u'khas']",positive
"Bila ingin makan santai dengan suasana Kolonial sambil menikmati : Es Campur Oyen , Waffle Piseta , Pempek Legit , Kwetiaw Goreng Tempo Dulu , Tahu Bodo Warung Talaga , Nasi Bambu , Sate Maranggi , Baso Tahu Tegallega , Bandrek Bajigur Harum , Qiu Qiu Kopitiam . Selain itu ada kios - kios seni . Harga terjangkau",[],positive
"Jika lagi ingin memakan nasi timbel yang murah meriah , saya suka pergi ke sini . Makanan favorit saya adalah nasi putih timbel , ayam goring , ikan asin dan juga tak lupa disertai dengan sambal dan lalapan . Sedap sekali rasanya . Biasanya suka nambah heh","[u'murah', u'favorit', u'putih', u'asin', u'lalapan']",positive
"Nasi timbelnya terdiri dari nasi putih dan nasi merah . Menunya variatif . ada ayam goreng , ayam bakar , leunca , macam-macam pepes , tempe , tahu dsb. Banyak pilihan . Rasanya enakk , dan yang paling topnya adalah : MURAH MERIAH.!!! !","[u'putih', u'Banyak']",positive
"Nasi timbelna murah banget . menunya khas sunda . dan macam-macam tinggal pilih dan langsung HApp . ada ayam , ati ampela , ikan . uenak pokoknya . sambelnya kurang nendang tapi .","[u'murah', u'khas', u'langsung', u'uenak', u'sambelnya', u'nendang']",positive
"Tempatnya kecil.pengunjungnya padat kalau pas jam makan siang . Harga murah meriah . Menunya standart banget,sambelnya cair/encer banget . Lumayanlah buat mengisi perut dan sekedar tahu ada warung timbel yang ramai .","[u'kecil.pengunjungnya', u'pas', u'murah', u'ramai']",positive
"Lapar setelah capek jalan , browsing rest yang menyediakan Nasi . Malas ke Rest berkelas , mau makan sunda kaki lima . Pilihan jatih pada Nasi Timbel Bawean yang sudah legendaris . Awalnya khawatir tidak kebagian lauk , mengingat sudah jam 3 sore . Alhamdulillah lauk masih lengkap . Ayam goreng dan ikan ams foreng , dipanasin sesaat . Tahu _URL_ enaknya . Ayam bakar juga enak walau dingin . Sambal bebas . Lanjutan","[u'capek', u'legendaris', u'khawatir', u'lengkap', u'dingin', u'bebas']",positive
"buat yang suka nasi timbel tempat ini bisa jadi salah satu pilihan,,tempatnya tidak terlalu besar tapi cukup nyaman buat makan siang bareng teman-teman kantor,,mantap .","[u'jadi', u'salah', u'besar', u'cukup', u'nyaman']",positive
"Buat kalian penyuka makanan timbel datang deh kesini , ada ayam goreng , tahu , tempe , pepes usus , dan lain-lain . Kl saya pilih nasi merah + sambel dan lalabannya","[u'lain', u'lain', u'sambel', u'lalabannya']",positive
"Nasi timbel bawean adalah salah satu legenda kuliner kota bandung yang masih di lokasi yang sama di jl bawean dekat stadion siliwangi Menunya cukup enak yang penting citra rasa khas sunda masih ada . Nasi timbelnya ada dua macam merah dan putih lauknya tinggal pilih ada ayam,ikan,gepuk,ikan asin,ati ampela,sate usus,aneka pepes.sambelnya satu macam ditamvah slada dan leunca ditambah air kakak perempuan tawar . Lanjutan","[u'salah', u'sama', u'dekat', u'cukup', u'penting', u'khas', u'putih']",positive
"Makanannya rasanya biasa saja , sambalnya juga kurang nendang . Tapi harganya cukup ramah di kantong . tempatnya lumayan simpel .","[u'biasa', u'nendang', u'cukup', u'ramah', u'lumayan', u'simpel']",positive
nasi timbelnya terkenal . tapi rasanya sih layaknya nasi timbel lainnya . pelayanannya oke di sini . boleh dicoba,[],positive
"Pertama kali datang ke tempat makan ini berasama dengan teman kantor . Letaknya berada di Jalan Bawean Bandung , ada 2 pilihan nasi timbelnya , ada nasi merah atau nasi putih . Lauknya juga bermacam - macam . Yang jelas rasanya enak dan harganya sangat murah .","[u'putih', u'murah']",positive
"Saya suka banget sama nasi timbel di sini . Semacam fast food versi Sunda , soalnya tidak perlu menunggu lama buat makan di sini . Ambil piring , pilih nasi putih atau merah , terus pilih lauknya yang dipengenin , lalu langsung bayar sambil pilih mau minum apa . Meskipun tempatnya kecil , tapi buat saya sih nyaman - nyaman saja . Lokasinya berseberangan sama Toko Kue Bawean . Rasa ayamnya enak, . Lanjutan","[u'sama', u'lama', u'putih', u'dipengenin', u'lalu', u'langsung', u'kecil', u'nyaman', u'nyaman', u'sama']",positive
"Walaupun tempatnya tidak luas dan tidak ada ac , tempat makan ini selalu penuh terutama jam makan siang . Nasinya bisa pilih mau nasi merah atau putih . Lauknya pilih dan ambil sendiri . Kalau mau dihangatkan juga bisa . Timbel nasi merah dengan ayam goreng plus sambalnya , favorit saya . Dan harganya sangat bersahabat dengan dompet","[u'luas', u'penuh', u'terutama', u'putih', u'sendiri', u'sambalnya', u'favorit']",positive
"Semenjak awal trend makan timbel , tempat ini merupakan salah satu pencetusnya , dengan berbagai variasi nasi yang ada menjadi salah satu daya tarik tempat ini . Saya memberi nilai plus untuk timbel nasi merahnya dan ayam gorengnya , buat saya masih juara ditambah sambelnya yang wah . Hanya sayang akses parkir yang kurang luas , sehingga kalau waktu makan siang , cukup sulit mendapat parkir","[u'awal', u'salah', u'salah', u'luas', u'cukup', u'sulit']",positive
"Di Bandung banyak pilihan untuk kuliner , tetapi sedikit yang buka di pagi hari . Nah suatu saat kami direkomendasi untuk sarapan ( sekitar pukul 7 pagi ) di Nasi Timbel Bawean , dan ternyata tidak keliru . Pilihan khas kuliner sahabat nasi timbel sangat beragam , terutama ayam goreng tahu tempe dan sayuran yang diiringi sambal . rasanya luar biasa . Untuk minum sudah tersedia jus aneka . Lanjutan","[u'banyak', u'sedikit', u'keliru', u'khas', u'terutama', u'luar', u'biasa']",positive
"Ada nasi merah selain nasi putih , semua nasi dibungkus daun pisang . Lauk pauknya bermacam-bermacam . Bisa pilih dan ambil sendiri .","[u'putih', u'sendiri']",positive
"Sejak tahun 1997 sudah menikmati rasa dari Timbel Bawean ini . Walo tempatnya agak sempit khususnya di waktu makan siang tapi kualitas rasa tetap sama sejak 1989 awal berdiri nikmat banget . Bisa ambil menu sendiri atau disebutnya parasmanan , kadang mengantri kayak di undangan nikah . Tapi itulah seni menikmati timbel _URL_ lewatkan ayam goreng yang jadi favorit dan pepes ikan , pepes usus . Lanjutan","[u'sempit', u'tetap', u'sama', u'awal', u'nikmat', u'sendiri', u'jadi', u'favorit']",positive
"Ambil sendiri menu timbelnya , jadi youll get what you pay , bisa tambah ikan asin sendiri , ayam pilih sendiri , self service","[u'sendiri', u'jadi', u'asin', u'sendiri', u'sendiri']",positive
"Dekat dengan ITC seberang RM Ampera , warung nasi ibu imas terkenal dengan sambal Leunca nya yang khas dan sambal terasi yang pedas dan banyak tapi dengan harga yang terjangkau dan puas .","[u'Dekat', u'khas', u'pedas', u'banyak', u'puas']",positive
"Makan khas sunda iya disini lah . Tempat bersih , service waiters bagus cocok buat melepas kangen masakan sunda , terutama sambel leunca top banget","[u'khas', u'bersih', u'cocok', u'terutama']",positive
Dengan Varian menu khas sunda dan sambal leunca yang khas . namun rasa pedasnya kurang nendang . he .,"[u'khas', u'khas', u'nendang']",positive
"Menjual makanan khas sunda,seperti _URL_ _URL_ goreng,berada di seberang mall itc kebon kalapa _URL_ gorengnya lumayan enak dengan sambal yang khas . Harga ramah dikantong .","[u'khas', u'lumayan', u'khas', u'ramah']",positive
Masakan khas sunda dengan cita rasa khas _URL_ nya yang pedas mantap plus karedok leunca yang jarang banget jadi suguhan di resto lain memang jadi juara ditempat _URL_ doyan pedes wajib coba.dijamin berkeringat .,"[u'khas', u'khas', u'pedas', u'mantap', u'jadi', u'lain', u'jadi', u'coba.dijamin']",positive
"Dateng bertujuh cuma bayar seratusan ribu , makannya rata - rata pepes yang memang enak banget , sayanya bahkan makan ikan bakar yang enak juga sih , tapi enakan pepes . Tahunya juga enak banget , tapi be carefull sambel pedes minta ampun",[u'sih'],positive
"Warung nasi yang memiliki cabang yang cukup banyak mempunyai ciri khas tersendiri bagi wisatawan yang berkunjung ke tanah sunda . Warung nasi ini menyajikan sambal yang luar biasa pedasnya . Hm . bagi teman yang kurang suka pedas tentunya kurang tertarik untuk makan di warung ini . Tapi bagi yang suka dengan rasa pedas , nah disinilah tempatnya . Aneka lauk pauk pun tersedia , mulai dari . Lanjutan","[u'cukup', u'banyak', u'khas', u'tersendiri', u'luar', u'biasa', u'pedas', u'pedas']",positive
Benar benar cita rasa sunda sambal lencanya mampu memberi sensasi _URL_ mewajibkan makan disana minimal sebulan sekali .,"[u'Benar', u'benar', u'minimal']",positive
"Jangan salahkan pembuat dan penyedia menu , jika sambal cabe dan sambal + leunca membuat mata berbinar binar . Kali ini belut tidak ada sehingga digantikan Cuma miscall dan yang pasti lalab sambal selalu sedia sepanjang masa","[u'pasti', u'sedia']",positive
"yang paling spesial dari rumah makan Ibu Imas ini adalah sambal _URL_ duper pedas . makanannya terutama ayam bakar khas sundanya mantap , bikin nambah terus . tempatnya memang kecil namun citarasa besar . recomendedi !","[u'spesial', u'pedas', u'terutama', u'khas', u'mantap', u'kecil', u'besar', u'recomendedi']",positive
"Warung Nasi Ibu Imas . Ya sebagai orang bandung tentunya sudah pernah mencoba dan datang mencicipi makanan di rumah makan yang satu ini . Reasonable Price . Harga standar rumah makan masakan sunda , kualitas makanan bagus banyak pilihan menu makanan , yang paling di favoritkan di rumah makan ibu imas itu ayam bakarnya . So buat yang cari tempat makan dengan harga yang pas disini . Lanjutan","[u'banyak', u'pas']",positive
"Setiap kali berkunjung ke kota Bandung , kami sekeluarga selalu menikmati makan siang atau pun bersantap malam di warung nasi bu Imas 1 . Rasa gurih akan kelezatan ayam goreng ataupun bakar nya selalu saja menggoda untuk kembali mampir ke tempat ini , bukan hanya ayam goreng yang wajib di coba , tetapi sop kikil nya pun boleh dibilang sangat enak . Selain menu ayam . Lanjutan",[],positive
"Sambel leunca nya mantap ditambah dengan lalap khas sunda , dari rasa dan harga sudah pas , cuma tempatnya kurang luas kalau lagi ramai sempit banget","[u'mantap', u'khas', u'pas', u'luas', u'ramai', u'sempit']",positive
"Tadinya agak ragu mau makan disini karena tempatnya sempit dan ramai , tapi setelah melihat berbagai lauk dijejerin di meja , sangat mengundang selera makan . Pilihan makanannya banyak , mostly masakan sunda seperti sayur asam dan pepes , seperti pepes jamur , pepes ayam , pepes usus . Lauknya juga banyak ada ayam goreng/bakar , paru , udang , otak sapi,dll . Porsinya juga mengenyangkan dan harganya cukup murah .","[u'ragu', u'sempit', u'ramai', u'banyak', u'banyak', u'cukup', u'murah']",positive
"Masakan Sunda itu yang terpenting adalah sambalnya , sambalnya sangat saya rekomendasikan bagi pecinta pedas seperti saya . Sop kikilnya super duper lezat apalagi jika dihidangkan saat masih hangat . Semoga membantu :)","[u'pedas', u'lezat']",positive
"rumah makan yang sangat sederhana , tapi rasanya yang sangat menggelegar . banyak menu yang disediakan , tinggal dipilih sesuai selera","[u'sederhana', u'banyak']",positive
"Makan disini harus siap - siap berkeringat , karena tempatnya panas , makannya dengan sambal pedas tapi harus sabar karena banyak lalat & banyak sampah di bawah meja yang tidak segera dibersihkan .","[u'siap', u'siap', u'panas', u'pedas', u'banyak', u'banyak']",positive
"warung bu imas terletak di Kebon Kalapa Bandung , meski terkesan sempit rasa dari hidangan dan masakan disini sangat mengundang selera , cobalah sambal "" leunca""nya maknyus , hal yang disayangkan adalah tempat parkir yang _URL_ penuh pengunjung bisa parkir di ITC kebon _URL_ menyebrang saja .","[u'sempit', u'penuh']",positive
"Warnas kesukaan keluarga . Masakannya hangat , enak , murah . Ada rasa jaman dulu bagi saya yang tinggal di jakarta . Babatnya top , tapi sopnya lebih top lagi . Tinggal diakalin saja parkirnya , soalnya kalau pakai mobil mah susah bingit","[u'murah', u'parkirnya', u'susah']",positive
"Untuk penyuka masakan sunda , harus coba datang ke tempat ini . Terletak dekat terminal kebon kelapa , walaupun sekarang ada beberapa tempat . Varian masakannya banyak . Segala macam pepes ada . Sambalnya bikin ingin nambah lagi .","[u'coba', u'dekat', u'banyak']",positive
"banyak menu pilihan dan tergolong murah , dan tempat yang sangat strategis , menu khas sunda yang harus dicoba , pedesnya luar biasa sambelnya","[u'banyak', u'murah', u'strategis', u'khas', u'luar', u'biasa', u'sambelnya']",positive
"Setiap kali ke Bandung , warung nasi Ibu Imas adalah pilihan utama . Mungkin orang lebih kenal dengan Ampera atau Ma'Uneh , tapi kalau boleh jujur , Ibu Imas jauh lebih enak . Menu favorit : Empal , Ayam Bakar , Pepes Jamur , Pepes Usus , Pepes Teri dan sayur asam . Sambal dan lalapan juga gratis . Bagi pecinta sambal , sambal di resto ini rasanya juara . Variasi makanan juga . Lanjutan","[u'utama', u'kenal', u'jujur', u'jauh', u'favorit', u'lalapan']",positive
"Setelah nyoba masakan di warung bu Imas , langsung ketagihan . Masakannya pas di lidah dan di kantong :) Sambalnya juga enak dan merupakan point tambah . Sangat ramai apalagi kalau pas jam makan siang . Tapi tenang , warung bu Imas sekarang sudah banyak , jadi tinggal pilih mau makan dimana .","[u'langsung', u'pas', u'ramai', u'pas', u'tenang', u'banyak', u'jadi']",positive
tempat anak - anak muda berkumpul . Bagus sekali . Menu makanannya juga enak - enak . Pelayan nya juga bags dan ramah . Pasti akan ke sini lagi .,"[u'muda', u'ramah', u'Pasti']",positive
makanan nya enak pelayanan nya ramah . cocok untuk kumpul-kumpul dengan teman teman ada live music tempat nya sangat nyaman dan menyenangkan,"[u'ramah', u'cocok', u'nyaman']",positive
"Saya kesini untuk kerja . Ditemanin musik di bober . Kenangan makan dan kerja di sini ok banget . Thanks Bober , Kasih Undangan instimewa dung agar bisa review lagi he",[u'review'],positive
"Letaknya di Jalan Riau dekat dengan Gedung Sate , tempat ini menyajikan makanan ringan seperti seblak atau makanan berat . Dan Cocok buat ngobrol dengan teman atau Nobar bola malam minggu","[u'dekat', u'ringan', u'berat', u'Cocok']",positive
Disini ramaii terus . Kebetulan datang kesana pas satnite jadi harus waiting list . Makanannya lumayan . Seblaknya juga enak disini .,"[u'pas', u'jadi', u'lumayan']",positive
di bober cafe ini menyediakan aneka makanan dan _URL_ juga cemilan-cemilan bandung seperti cilok seblak dan lainnya . harganya lumayan terjangkau .,[u'lumayan'],positive
"Ini pertama kalinya kesini krna lapar habis dari pemandian air panas di subang atas recomended dari teman saya kesini karena tempat ini buka 24 jam,pas kesini jam 1 pagi masih ramai untul menu makanan lumayan variatif,untuk rasa juga enak ( waktu itu saya pesen soto betawi dan kentang goreng ) pelayanannya juga ramah dan cukup tanggap jadi bakal kesini lagi kalau ke . Lanjutan","[u'panas', u'ramai', u'lumayan', u'ramah', u'cukup', u'tanggap', u'jadi']",positive
"ini salah satu cafe rajam yang selalu _URL_ ksini karena janjian dengan teman yang bawa anak "" remajanya ksini karena _URL_ saya pribadi terlalu _URL_ pangsa pasar mereka memang remaja dan mahasiswa . makanan kisaran 15 - sorb _URL_ pizza,sop iga _URL_ _URL_ betawi bahkan _URL_ rasa biasa _URL_ karena dinikmati bersama teman iya jadi senang .","[u'salah', u'pribadi', u'biasa', u'jadi', u'senang']",positive
"suasana nyaman , makanan dan cemilan enak dan tidak harga yang paling penting sedang , lengkap dengan access wifi jadi bisa sambil internetan , tempat cukup ramai cocok untuk berkumpul bersama teman , atau sekedar ngopi . menu makanan cukup beragam dan ringan .","[u'nyaman', u'penting', u'lengkap', u'jadi', u'internetan', u'cukup', u'ramai', u'cocok', u'cukup', u'ringan']",positive
Nongkrong di sini asyik ramai benar apalagi malam minggu Cuma sesegera mungkin rokok yang tidak nahan salah satu tempat kumpul-kumpul yang rekomended ini,"[u'asyik', u'ramai', u'benar', u'nahan', u'salah']",positive
"Setiap ke sana , hanya 2 jenis makanan yang selalu saya pesan . Bober sampler dan aglio . Biarpun aglio nya sungguh sangat jauh dari standar aglio pada umumnya , tapi mereka meraciknya dengan sangat baik . Untuk minuman saya lebih suka thai tea karena untuk black coffee rasanya masih kurang .","[u'sampler', u'jauh', u'umumnya', u'baik', u'tea']",positive
"Bober cafe ini sangat identik dengan tempat kumpul anak muda , harganya juga sangat cocok untuk anak muda . banyak pilihan menu makanan yang unik unik , sangat cocok untuk tempat ngobrol walaupun sangat berisik .","[u'identik', u'muda', u'cocok', u'muda', u'banyak', u'cocok', u'berisik']",positive
"Saya tidak merekomendasikan cafe ini untuk anda yang membawa keluarga , karena suasananya cukup ramai dan banyak sesegera mungkin rokok serta agak bising . Untuk anak muda , cafe ini menjadi favorit karena letaknya yang strategis dan harga makanan dan minumannya pun tidak mahal , dan rasanya yang lumayan .","[u'cukup', u'ramai', u'banyak', u'muda', u'favorit', u'strategis', u'lumayan']",positive
"Saya berkunjung ke sini 2 hari setelah lebaran . Tempatnya sangat enak , ada area bermain untuk anak - anak . dan ada ruangan bebas rokok . Dari segi makanan rasanya standar saja . namun suasana yang enak menjadikan anak - anak lahap makan . Dengan adanya tempat bermain anak - anak jadi makin senang . Tempatnya juga enak untuk tempat kumpul-kumpul bersama teman . Menurut saya tempat ini cocok untuk acara pertemuan keluarga . Lanjutan","[u'bermain', u'bebas', u'bermain', u'jadi', u'senang', u'cocok']",positive
"Suasananya cukup nyaman untuk bersantai , menu makanannya variatif dengan harga yang sesuai , dan saya terkesan dengan menu sheesa yang disediakan oleh Bober Cafe . Satu lagi , ayam rica - ricanya nya "" unforgettable"" .","[u'cukup', u'nyaman', u'nya']",positive
"Tempat kumpul-kumpul anak muda , harganya juga bersahabat , dan porsinya lumayan banyak , jenis makanan dan minumnya juga beragam","[u'muda', u'lumayan', u'banyak']",positive
"Bobers buka sampai 24 jam , itu yang membuat para pelanggan selalu setia datang kesini . Aneka menu yang disediakan berupa minuman panas , serabi , kentang goreng dan banyak lagi lainnya . Suasana kumpul-kumpul santai dan Sisha yang disediakan disini membuat kegiatan kumpul bareng teman-teman berjalan mengasyikkan . Salah satu rekomendasi saya bagi para anak muda yang suka kumpul-kumpul ditempat yang asyik .","[u'setia', u'panas', u'banyak', u'Salah', u'muda', u'asyik']",positive
